timestamp,calories,goal_type,diet,daily_target
2026-04-28 16:45:21.156108,107.78,day,nonveg,107.78
2026-04-28 16:47:59.926857,119.65,week,nonveg,17.092857142857145
2026-04-28 16:49:44.984201,116.94,week,nonveg,16.705714285714286
2026-04-29 15:33:44.593759,106.34,week,veg,15.191428571428572
2026-04-29 15:51:27.421927,-0.69,day,veg,-0.69
